S#,SNAME,SEX,BDATE,HEIGHT,DORM
01033670,张晓鹏,男,2003-09-24,1.9,东4舍432
01033671,张鑫垚,男,2003-01-10,1.75,东13舍401
01033672,马泽蓉,女,2003-04-07,1.72,东4舍802
01033673,陈铨,女,2005-04-09,1.62,东2舍902
01033674,周琳森,男,2004-03-16,1.82,东8舍627
01033675,刘宇涵,男,2002-10-18,1.76,东10舍205
01033676,刘久铭,女,2002-06-10,1.86,东4舍105
01033677,王静梅,女,2003-09-27,1.72,东12舍724
01033678,郑锐鑫,男,2005-12-25,1.75,东21舍607
01033679,高晨,男,2004-08-18,1.88,东11舍230
01033680,王祺,男,2002-09-21,1.86,东12舍403
01033681,董艺双,女,2002-11-25,1.76,东18舍431
01033682,张兆乾,男,2004-10-26,1.67,东21舍416
01033683,邱依宁,女,2003-08-02,1.87,东19舍131
01033684,龚楷迪,女,2005-12-31,1.71,东2舍529
01033685,武平乐,女,2004-01-12,1.67,东13舍125
01033686,金伶芸,女,2002-10-10,1.67,东11舍316
01033687,童瑶,女,2005-10-03,1.64,东12舍507
01033688,武定洲,男,2002-10-18,1.58,东3舍205
01033689,张甜畅,女,2005-02-17,1.73,东21舍905
01033690,刘思娅,女,2003-03-12,1.77,东19舍203
01033691,王骞禹,男,2003-09-25,1.67,东10舍929
01033692,李博文,男,2004-11-27,1.71,东18舍508
01033693,齐笑,女,2005-04-25,1.71,东12舍302
01033694,刘立潮,男,2002-12-22,1.59,东2舍131
01033695,石舒宇,女,2003-10-05,1.77,东9舍223
01033696,陈蕾,女,2002-06-15,1.72,东16舍928
01033697,张江源,男,2004-07-17,1.89,东18舍623
01033698,杨晨纾,女,2004-04-14,1.72,东14舍121
01033699,滕佳瑜,女,2003-02-12,1.75,东14舍607
01033700,周晓艺,女,2002-07-17,1.65,东17舍913
01033701,张学平,男,2003-08-28,1.69,东3舍311
01033702,李宗昱,男,2005-02-25,1.76,东3舍232
01033703,何柯薇,女,2003-05-21,1.59,东13舍214
01033704,刘小雨,女,2004-02-10,1.59,东5舍103
01033705,李可欣,女,2004-10-04,1.82,东13舍903
01033706,王靖子,女,2002-10-24,1.59,东20舍413
01033707,贾永峰,男,2004-05-12,1.78,东6舍627
01033708,荣丹靖,女,2002-11-29,1.72,东16舍230
01033709,田梦,女,2002-04-28,1.87,东6舍825
01033710,李钊,男,2003-04-08,1.67,东3舍309
01033711,程玄玲,女,2005-07-24,1.9,东5舍630
01033712,段思含,女,2005-06-11,1.79,东18舍732
01033713,胡梦雪,女,2002-07-21,1.64,东15舍522
01033714,耿萌,男,2005-08-27,1.58,东21舍226
01033715,卫耘怡,女,2002-10-10,1.89,东5舍223
01033716,梁玉玺,男,2003-03-03,1.75,东1舍121
01033717,郝健乔,男,2005-01-19,1.79,东8舍318
01033718,张思棋,女,2005-02-05,1.72,东16舍916
01033719,吕富林,男,2002-06-13,1.72,东14舍111
01033720,张一雄,女,2003-12-13,1.81,东6舍704
01033721,马可青,女,2002-09-16,1.82,东7舍601
01033722,崔路彤,女,2004-08-31,1.63,东11舍531
01033723,鞠铭,女,2003-03-15,1.62,东12舍815
01033724,孙弋雯,女,2004-12-11,1.65,东2舍209
01033725,陆依丽,女,2002-12-18,1.59,东21舍525
01033726,殷琦琦,女,2004-05-06,1.66,东15舍813
01033727,陈越扬,女,2005-03-13,1.67,东5舍204
01033728,石善国,男,2002-12-23,1.72,东21舍318
01033729,赵云,男,2004-08-08,1.88,东9舍116
01033730,李培豪,男,2003-01-14,1.62,东6舍720
01033731,程诗博,男,2004-04-25,1.74,东12舍810
01033732,李远昭,男,2003-06-19,1.75,东4舍429
01033733,王祥宁,男,2005-03-24,1.89,东11舍119
01033734,唐雄艺,女,2005-10-14,1.85,东11舍423
01033735,朱珂,男,2005-10-24,1.7,东14舍827
01033736,陈小清,女,2004-07-25,1.87,东3舍828
01033737,尹天成,男,2004-05-05,1.67,东21舍217
01033738,谷德润,男,2005-01-10,1.85,东11舍208
01033739,余豫新,女,2004-02-23,1.8,东21舍102
01033740,康健,男,2004-10-30,1.88,东21舍214
01033741,吕默,女,2002-12-31,1.68,东20舍911
01033742,钟原,男,2004-09-15,1.69,东6舍514
01033743,李熊霜,女,2002-02-24,1.82,东19舍502
01033744,李凯,男,2002-11-21,1.69,东11舍212
01033745,黄建芬,女,2005-01-17,1.74,东4舍106
01033746,罗宇鹏,男,2005-08-31,1.58,东15舍507
01033747,王劼文,男,2002-03-27,1.63,东4舍305
01033748,魏岚,女,2002-09-15,1.63,东4舍811
01033749,杨志坚,男,2004-06-03,1.64,东16舍611
01033750,黎胤禹,男,2005-04-27,1.66,东1舍907
01033751,李俊慧,男,2004-06-15,1.82,东5舍804
01033752,张岂铭,男,2005-05-04,1.68,东17舍928
01033753,冯欣然,女,2003-04-01,1.83,东21舍411
01033754,张柏龄,女,2002-03-23,1.8,东20舍908
01033755,李彦伯,男,2002-10-21,1.6,东4舍315
01033756,吕江涛,男,2005-10-26,1.76,东10舍812
01033757,杜筠,女,2002-10-09,1.74,东15舍714
01033758,汪楚焰,男,2004-11-18,1.79,东10舍627
01033759,龙微,女,2003-08-24,1.87,东1舍526
01033760,郑悦秋,女,2002-12-17,1.8,东20舍216
01033761,董彦强,男,2002-01-28,1.7,东7舍726
01033762,陈航,男,2002-10-26,1.58,东3舍511
01033763,刘颖,女,2002-05-28,1.78,东13舍906
01033764,陈德辰,男,2003-06-24,1.68,东3舍928
01033765,张家铖,男,2005-07-13,1.87,东11舍829
01033766,蔡子涵,女,2002-01-08,1.83,东13舍810
01033767,田静雯,女,2004-09-28,1.87,东18舍530
01033768,王灵艺,女,2002-04-22,1.67,东11舍609
01033769,雷明,男,2002-07-10,1.89,东9舍810
01033770,董永秀,男,2004-07-21,1.86,东15舍423
01033771,方智霖,男,2002-05-04,1.7,东11舍507
01033772,杨佳奕,女,2004-12-24,1.88,东6舍311
01033773,史杰萍,女,2003-06-27,1.84,东12舍828
01033774,曹鹏翥,男,2002-11-19,1.85,东4舍416
01033775,孙序鹏,男,2003-08-28,1.86,东9舍230
01033776,曾凡健,男,2004-10-25,1.6,东11舍427
01033777,杨晓,女,2005-11-14,1.69,东8舍704
01033778,康峻侥,男,2004-09-18,1.83,东5舍411
01033779,宫克威,男,2003-01-06,1.89,东4舍517
01033780,姚睿,男,2004-02-05,1.72,东18舍513
01033781,姬成,男,2002-06-25,1.66,东7舍820
01033782,许雅娴,女,2002-06-13,1.65,东15舍311
01033783,徐晨冉,男,2002-04-01,1.61,东2舍315
01033784,刘恒杰,男,2004-07-07,1.84,东9舍713
01033785,贾丽媛,女,2005-04-30,1.87,东17舍128
01033786,陶俊杰,男,2002-06-21,1.8,东3舍309
01033787,许鹤琳,女,2004-08-27,1.81,东2舍107
01033788,王娟,女,2002-07-28,1.82,东8舍804
01033789,马海,男,2005-04-25,1.87,东15舍228
01033790,魏英杰,男,2002-08-08,1.73,东12舍821
01033791,童荻,女,2005-05-10,1.83,东9舍119
01033792,程煜帆,男,2004-06-19,1.74,东7舍607
01033793,胡晓玲,女,2005-05-31,1.63,东20舍408
01033794,姜瑞欣,女,2004-04-16,1.81,东11舍513
01033795,吴风荣,男,2005-09-13,1.87,东14舍832
01033796,贾唯真,男,2004-07-25,1.61,东10舍919
01033797,张千杨,女,2002-10-08,1.67,东7舍604
01033798,马恩慧,女,2003-04-09,1.86,东2舍424
01033799,胡峰茂,男,2004-03-16,1.82,东16舍109
01033800,江山,女,2002-01-26,1.85,东14舍624
01033801,陈禹丞,男,2003-06-16,1.83,东18舍203
01033802,陈德辰,男,2003-03-05,1.74,东13舍829
01033803,武正奇,男,2002-04-17,1.64,东11舍525
01033804,张翊彬,男,2005-01-29,1.79,东20舍709
01033805,朱昊东,男,2005-10-08,1.86,东7舍602
01033806,吴玲娟,女,2005-09-16,1.64,东18舍519
01033807,冯依岸,女,2004-12-12,1.66,东1舍111
01033808,李丹阳,女,2002-03-17,1.79,东15舍733
01033809,卢意,女,2002-05-17,1.85,东20舍101
01033810,丁美芳,女,2004-07-01,1.88,东12舍915
01033811,张乐尧,男,2004-02-09,1.6,东16舍804
01033812,陆文悦,女,2003-06-09,1.63,东2舍401
01033813,王雪薇,女,2003-01-22,1.66,东21舍123
01033814,黄佳旺,男,2005-06-29,1.63,东20舍802
01033815,周子力,男,2004-05-23,1.59,东16舍706
01033816,王柄荃,男,2003-11-26,1.79,东6舍126
01033817,丁芳,女,2003-03-18,1.71,东7舍223
01033818,齐笑,女,2002-02-15,1.58,东11舍811
01033819,梁钰,男,2004-06-19,1.83,东3舍613
01033820,何宗唐,男,2002-08-22,1.72,东18舍431
01033821,赵竣奕,男,2003-05-14,1.62,东6舍302
01033822,周思锦,女,2004-05-03,1.77,东11舍515
01033823,张开颜,男,2002-07-25,1.85,东21舍427
01033824,卢一鸣,男,2003-07-29,1.78,东10舍713
01033825,黄敏,男,2002-07-21,1.7,东6舍821
01033826,张元曦,女,2003-05-03,1.78,东20舍724
01033827,赵书扬,男,2005-06-30,1.8,东4舍415
01033828,朱劲翔,男,2003-11-13,1.87,东16舍829
01033829,陈思言,女,2002-04-06,1.85,东13舍905
01033830,王菲,女,2005-08-07,1.62,东15舍707
01033831,沈婷婷,女,2005-11-04,1.87,东11舍517
01033832,梁月冰,女,2004-05-08,1.71,东20舍133
01033833,梁潇,女,2004-04-20,1.67,东4舍315
01033834,许文菲,女,2002-06-26,1.78,东5舍926
01033835,刘颖,女,2003-12-07,1.59,东19舍830
01033836,陈玉,女,2003-06-17,1.66,东18舍817
01033837,魏薇,女,2002-05-25,1.6,东7舍125
01033838,韩林杉,男,2002-03-11,1.72,东3舍619
01033839,李梓源,男,2002-07-10,1.69,东11舍721
01033840,张亦蕾,女,2002-10-08,1.71,东6舍304
01033841,蒋冬瑶,女,2003-01-12,1.8,东1舍805
01033842,王震,男,2005-01-05,1.85,东9舍305
01033843,汪泓珏,女,2004-10-04,1.79,东9舍520
01033844,李琳,女,2002-10-06,1.64,东11舍523
01033845,谭梦薇,女,2003-06-26,1.7,东12舍521
01033846,殷晓立,男,2003-02-19,1.73,东1舍919
01033847,陶宝艳,女,2005-03-29,1.76,东14舍614
01033848,周子威,男,2002-08-14,1.59,东12舍324
01033849,李娜娜,女,2005-07-31,1.65,东6舍428
01033850,张晗,女,2002-06-14,1.87,东10舍906
01033851,周涵韬,男,2005-08-04,1.68,东8舍725
01033852,赵金枝,女,2003-09-03,1.64,东21舍717
01033853,周航,女,2002-06-17,1.76,东11舍422
01033854,李一男,男,2004-06-09,1.72,东16舍610
01033855,李祎炜,男,2003-01-07,1.88,东13舍627
01033856,郝洁晨,女,2004-11-09,1.67,东14舍225
01033857,郭力嘉,女,2004-12-28,1.79,东10舍406
01033858,冯小梅,女,2005-08-29,1.65,东9舍603
01033859,祝子建,男,2004-03-08,1.71,东19舍618
01033860,刘宇,男,2005-08-13,1.83,东16舍430
01033861,方纳,男,2005-06-15,1.69,东21舍623
01033862,时君丹,女,2005-02-27,1.82,东14舍218
01033863,章彤,女,2004-04-27,1.86,东4舍820
01033864,甘家宁,男,2002-11-29,1.7,东21舍112
01033865,陈楚,男,2004-07-29,1.66,东14舍609
01033866,曲萌,女,2003-10-21,1.79,东21舍528
01033867,张辰,男,2004-05-03,1.67,东2舍225
01033868,韩佳辰,男,2005-12-03,1.71,东9舍629
01033869,贾甲,男,2005-08-02,1.62,东1舍417
01033870,钟守超,男,2004-01-28,1.84,东9舍206
01033871,喻建伟,男,2004-04-26,1.58,东17舍103
01033872,韩思雨,女,2002-03-31,1.7,东11舍620
01033873,闫圣元,男,2005-11-13,1.68,东11舍423
01033874,雷腾飞,男,2003-01-20,1.81,东6舍423
01033875,靳娟,女,2002-09-26,1.86,东14舍711
01033876,杨雯媛,女,2003-08-21,1.67,东19舍424
01033877,吴姚函,女,2002-07-18,1.84,东2舍433
01033878,荣赫,女,2004-06-15,1.74,东6舍516
01033879,裴益凡,女,2002-10-01,1.78,东4舍821
01033880,耿萌,男,2004-12-21,1.67,东5舍428
01033881,王丽英,女,2004-08-06,1.78,东12舍520
01033882,林万圣,男,2004-06-11,1.72,东21舍417
01033883,李智,男,2002-01-23,1.8,东19舍310
01033884,祝运海,男,2002-10-29,1.75,东9舍914
01033885,解雨飞,男,2002-08-28,1.79,东19舍913
01033886,赵遨天,男,2003-02-08,1.89,东13舍511
01033887,周成,男,2002-06-17,1.87,东15舍226
01033888,唐明宇,男,2004-11-30,1.66,东14舍716
01033889,舒芯钰,女,2003-05-16,1.88,东19舍702
01033890,裴益凡,女,2003-07-28,1.69,东21舍420
01033891,孙思维,女,2002-12-10,1.58,东16舍909
01033892,李岱轩,男,2002-10-08,1.88,东9舍222
01033893,史培鑫,男,2003-11-01,1.74,东17舍802
01033894,黄欣宇,男,2004-02-17,1.86,东3舍304
01033895,高寒,男,2002-04-27,1.7,东8舍302
01033896,郑浩然,女,2004-05-15,1.59,东8舍103
01033897,崔文静,女,2005-02-03,1.8,东13舍619
01033898,白翊含,女,2003-10-23,1.7,东2舍807
01033899,梁月冰,女,2003-09-30,1.76,东18舍119
01033900,张昱,女,2002-11-29,1.72,东14舍503
01033901,袁雨晨,女,2004-11-09,1.66,东2舍306
01033902,林琪,女,2002-03-03,1.61,东17舍305
01033903,刘瑜,男,2003-07-04,1.59,东3舍105
01033904,王燕,女,2003-01-08,1.8,东3舍828
01033905,郄艳芳,女,2004-06-26,1.87,东2舍719
01033906,伍颉,女,2004-09-23,1.58,东20舍614
01033907,邢瑜洁,女,2003-12-24,1.87,东2舍407
01033908,邱才颙,男,2004-08-24,1.66,东21舍921
01033909,张一弓,男,2004-04-19,1.73,东2舍529
01033910,陶伯园,男,2004-07-24,1.8,东2舍513
01033911,刘艳芳,女,2005-09-16,1.75,东20舍326
01033912,刘人仁,男,2004-08-15,1.66,东18舍213
01033913,谈正中,男,2004-05-30,1.66,东5舍520
01033914,牛逸婕,女,2002-07-31,1.61,东16舍529
01033915,陈杨杨,女,2005-05-09,1.87,东11舍930
01033916,李梓森,男,2005-03-07,1.62,东6舍120
01033917,吴安鹏,男,2002-04-14,1.66,东18舍504
01033918,闫鹏,男,2002-08-30,1.82,东15舍122
01033919,王舒啸,男,2004-12-05,1.6,东7舍515
01033920,郭沫宜,男,2004-10-31,1.85,东9舍728
01033921,赵润细,女,2005-03-22,1.84,东10舍817
01033922,厉滢,女,2002-02-09,1.68,东12舍304
01033923,倪妍,女,2004-05-17,1.7,东5舍104
01033924,赵博文,男,2004-03-21,1.86,东20舍226
01033925,邹莹,女,2002-05-19,1.72,东10舍207
01033926,静心,男,2004-03-17,1.88,东1舍232
01033927,方倩倩,女,2004-01-06,1.73,东17舍408
01033928,尹绮雯,女,2004-09-30,1.71,东7舍902
01033929,应子奇,男,2003-03-28,1.67,东17舍601
01033930,高文,女,2003-05-03,1.74,东18舍427
01033931,刘瑞鑫,男,2005-05-23,1.73,东9舍123
01033932,谢芳柏,男,2002-04-02,1.67,东8舍428
01033933,高子牛,男,2005-06-27,1.63,东21舍514
01033934,陈怡丹,女,2004-12-06,1.7,东6舍301
01033935,陈茂,女,2003-02-10,1.79,东19舍327
01033936,王琛,女,2004-05-28,1.69,东7舍716
01033937,安云翔,男,2002-02-27,1.63,东13舍611
01033938,廖增威,男,2005-07-01,1.64,东17舍907
01033939,赵晋燕,女,2002-10-18,1.73,东11舍329
01033940,徐杨,女,2002-04-13,1.68,东21舍511
01033941,邹世博,男,2002-03-18,1.87,东12舍421
01033942,李雯,女,2003-12-18,1.71,东6舍524
01033943,刘庆昌,男,2002-08-11,1.88,东3舍614
01033944,桑茂桐,女,2003-03-29,1.67,东11舍315
01033945,杨智,男,2005-08-14,1.7,东9舍833
01033946,周佳铭,女,2002-05-16,1.72,东20舍825
01033947,牛牧铎,女,2002-11-26,1.68,东15舍817
01033948,肖静虹,女,2002-05-01,1.84,东9舍725
01033949,张昀珂,女,2005-04-11,1.77,东8舍611
01033950,刘培荣,男,2005-08-26,1.71,东21舍732
01033951,鲁巍扬,男,2003-11-21,1.77,东14舍606
01033952,付家祺,女,2005-06-23,1.58,东14舍920
01033953,刘雪成,男,2005-01-05,1.63,东8舍803
01033954,洪鸿源,男,2005-06-30,1.85,东13舍724
01033955,张煌,男,2003-05-01,1.69,东11舍221
01033956,徐梦蝶,女,2004-04-20,1.76,东19舍918
01033957,赵书扬,男,2005-11-21,1.83,东14舍409
01033958,吴白玫,女,2002-06-18,1.6,东20舍224
01033959,李光玮,女,2004-04-03,1.62,东18舍403
01033960,田波,男,2005-05-26,1.74,东14舍619
01033961,崔振鹏,男,2003-09-06,1.6,东15舍107
01033962,赵俞丞,男,2002-07-31,1.77,东7舍533
01033963,温艳晨,男,2005-07-04,1.76,东20舍708
01033964,刘忻,女,2004-05-24,1.74,东21舍504
01033965,汪泓珏,女,2003-02-18,1.76,东15舍725
01033966,林雪婷,女,2005-12-11,1.73,东20舍204
01033967,李铁义,男,2005-10-06,1.72,东12舍914
01033968,谷德润,男,2005-05-22,1.89,东13舍317
01033969,陈俊安,男,2003-09-06,1.79,东13舍929
01033970,武洁,女,2005-06-07,1.73,东9舍321
01033971,毕泽雪,女,2003-06-05,1.59,东1舍918
01033972,王凯伦,男,2005-02-11,1.71,东1舍918
01033973,何映晖,男,2003-02-22,1.76,东1舍631
01033974,肖逸飞,男,2003-02-18,1.81,东10舍917
01033975,丁昊,女,2003-03-13,1.89,东20舍807
01033976,涂尉,男,2002-01-01,1.75,东9舍727
01033977,屈梦侠,女,2004-06-06,1.82,东5舍925
01033978,王加壮,男,2003-04-26,1.78,东2舍218
01033979,李卓涵,男,2004-08-10,1.9,东8舍619
01033980,高玺,男,2005-04-26,1.89,东20舍313
01033981,王施月,女,2003-01-23,1.76,东9舍509
01033982,王悦,女,2005-05-06,1.83,东10舍417
01033983,师铮,男,2003-07-05,1.73,东2舍932
01033984,王冉,女,2005-10-09,1.86,东4舍325
01033985,丁宽,男,2005-01-01,1.68,东11舍929
01033986,张睿哲,男,2002-11-28,1.6,东7舍530
01033987,李俊英,女,2005-02-18,1.76,东5舍528
01033988,徐莉,女,2003-10-14,1.82,东2舍812
01033989,刘雁萍,女,2004-01-04,1.77,东12舍213
01033990,杜晗,女,2004-02-07,1.87,东10舍812
01033991,邹明昊,男,2003-08-29,1.64,东4舍712
01033992,李奇成,男,2004-04-17,1.63,东6舍430
01033993,曾蕴,女,2002-11-13,1.75,东2舍302
01033994,王奥宇,男,2002-12-31,1.72,东7舍720
01033995,武智源,男,2003-01-01,1.86,东11舍425
01033996,张思语,女,2005-11-15,1.63,东19舍519
01033997,胡健宁,女,2005-09-29,1.89,东19舍906
01033998,郭家栋,男,2002-08-05,1.72,东15舍910
01033999,任志鹏,男,2004-10-30,1.86,东14舍522
01034000,黄颖,女,2004-07-08,1.8,东20舍129
01034001,陈嘉祺,男,2002-07-30,1.85,东9舍512
01034002,葛雨晴,女,2003-07-01,1.83,东18舍317
01034003,腾海鸥,女,2005-10-27,1.58,东2舍308
01034004,李靖东,男,2004-11-06,1.76,东18舍721
01034005,于雷,男,2004-05-17,1.68,东2舍317
01034006,刘涛,男,2004-05-12,1.7,东16舍525
01034007,李怀哲,男,2002-12-31,1.65,东21舍906
01034008,黄翰,男,2003-01-25,1.89,东21舍811
01034009,张增星,男,2002-09-07,1.64,东8舍510
01034010,杨陆晨宏,女,2005-09-09,1.78,东1舍414
01034011,任芳妤,女,2002-04-22,1.86,东16舍123
01034012,翟向云,女,2005-12-09,1.84,东3舍120
01034013,黄韵颐,女,2002-06-27,1.7,东9舍227
01034014,徐仁翰,男,2005-01-29,1.8,东16舍233
01034015,刘静远,女,2002-04-23,1.79,东1舍118
01034016,刘洋,男,2005-12-31,1.59,东2舍233
01034017,肖栎婳,女,2003-05-28,1.62,东5舍823
01034018,夏令子,女,2005-05-26,1.9,东2舍207
01034019,朱熙,男,2003-11-16,1.59,东17舍302
01034020,詹秀洁,女,2003-09-18,1.7,东20舍518
01034021,王亚雄,男,2005-12-02,1.78,东13舍628
01034022,林玉萍,女,2002-04-17,1.87,东18舍629
01034023,冯旭,男,2004-10-21,1.63,东6舍216
01034024,夏明海,男,2004-06-02,1.74,东21舍211
01034025,卢婕,女,2005-07-03,1.88,东1舍215
01034026,职政,男,2005-07-17,1.85,东8舍922
01034027,杜迎霜,女,2004-07-15,1.66,东17舍416
01034028,赵冠江,男,2005-04-13,1.72,东19舍703
01034029,田耕坤,男,2002-08-12,1.65,东14舍107
01034030,吴梽源,女,2004-02-10,1.85,东8舍504
01034031,于璇,女,2005-02-21,1.79,东18舍517
01034032,刘涵宇,女,2005-10-31,1.66,东12舍128
01034033,张哲豪,男,2003-04-17,1.6,东10舍107
01034034,钟明浩,男,2003-06-29,1.69,东19舍919
01034035,王剑桥,男,2003-05-17,1.87,东18舍914
01034036,张鑫垚,男,2002-12-14,1.81,东9舍327
01034037,张文博,男,2003-07-23,1.67,东5舍104
01034038,王静梅,女,2004-08-15,1.8,东4舍529
01034039,李智,男,2002-09-16,1.85,东12舍818
01034040,吴昊,男,2004-12-15,1.77,东11舍306
01034041,谭祺,女,2004-05-11,1.86,东12舍122
01034042,王志江,男,2004-03-29,1.71,东21舍725
01034043,柯家琳,女,2004-06-18,1.88,东4舍507
01034044,刘鑫,男,2004-04-01,1.68,东11舍906
01034045,徐祖炀,男,2005-08-27,1.67,东18舍724
01034046,王艺,女,2005-08-26,1.87,东18舍917
01034047,郁陟壹,男,2003-05-31,1.65,东11舍307
01034048,洪鑫焰,男,2002-08-25,1.6,东13舍933
01034049,方攀,女,2002-02-05,1.89,东14舍501
01034050,王悦杨,女,2005-02-02,1.76,东9舍927
01034051,王斯镁,女,2003-03-07,1.66,东18舍902
01034052,陈桂敏,女,2002-10-14,1.75,东11舍528
01034053,刘书孟,男,2002-08-04,1.89,东8舍116
01034054,毕泽雪,女,2004-04-03,1.58,东20舍921
01034055,黄语书,女,2004-03-21,1.88,东10舍811
01034056,宋逸男,男,2004-02-24,1.64,东21舍513
01034057,聂佩芸,女,2003-05-04,1.58,东5舍805
01034058,宋佳真,女,2005-04-02,1.65,东7舍919
01034059,余昕越,男,2004-01-25,1.67,东9舍901
01034060,石莱茜,女,2005-12-08,1.75,东5舍617
01034061,毕红博,女,2004-09-17,1.61,东3舍421
01034062,彭霏霏,女,2002-03-17,1.83,东8舍202
01034063,帅小曼,女,2002-08-12,1.83,东3舍929
01034064,石佳然,女,2004-03-14,1.84,东20舍628
01034065,袁凌子,女,2004-02-15,1.74,东19舍729
01034066,张丹,女,2002-03-28,1.68,东4舍911
01034067,魏大同,男,2004-12-05,1.61,东6舍811
01034068,白运超,男,2004-07-30,1.76,东16舍420
01034069,唐曼芸,女,2005-11-03,1.9,东8舍106
01034070,蒋淑敏,女,2004-04-08,1.59,东3舍132
01034071,王佳,女,2003-01-22,1.7,东14舍808
01034072,朱兆成,男,2002-01-30,1.78,东11舍723
01034073,樊奕唯,女,2004-08-17,1.69,东20舍707
01034074,姚笑寒,女,2003-01-01,1.7,东12舍504
01034075,杨佳鸣,男,2002-05-12,1.89,东10舍803
01034076,吴晨贝,男,2003-07-16,1.62,东10舍433
01034077,康峻侥,男,2005-11-07,1.65,东8舍130
01034078,高煜,男,2003-11-14,1.67,东18舍123
01034079,邱楠楠,女,2005-07-23,1.67,东11舍932
01034080,张笑寒,女,2005-02-19,1.68,东6舍110
01034081,邱丽颖,女,2003-05-24,1.66,东17舍125
01034082,李啸坤,女,2004-09-16,1.88,东16舍211
01034083,涂尉,男,2002-12-16,1.79,东16舍906
01034084,唐翔昊,男,2004-06-11,1.89,东20舍228
01034085,钟润桢,女,2003-02-28,1.85,东14舍328
01034086,朱宏志,男,2005-08-31,1.62,东11舍624
01034087,章天娇,女,2003-08-15,1.88,东2舍630
01034088,徐强,男,2005-08-14,1.64,东21舍408
